gatherer,date,fruit,amount
Paul,26-05-2020,plums,0.02
Paul,26-05-2020,pears,0.14
Paul,26-05-2020,tomatoes,0.12
Jason,26-05-2020,apples,0.26
Jason,26-05-2020,oranges,0.19
Jason,26-05-2020,strawberries,0.06
Jason,26-05-2020,plums,0.04
Jason,26-05-2020,pears,0.21
Jason,26-05-2020,tomatoes,0.37
Peter,26-05-2020,apples,0.41
Peter,26-05-2020,oranges,0.05
Peter,26-05-2020,strawberries,0
Peter,26-05-2020,plums,0.03
Peter,26-05-2020,pears,0.15
Peter,26-05-2020,tomatoes,0.21
John,27-05-2020,apples,0.12
John,27-05-2020,oranges,0.23
John,27-05-2020,strawberries,0.02
John,27-05-2020,plums,0.02
John,27-05-2020,pears,0.11
John,27-05-2020,tomatoes,0.28
Nick,27-05-2020,apples,0.16
Nick,27-05-2020,oranges,0.07
Nick,27-05-2020,strawberries,0.01
Nick,27-05-2020,plums,0.02
Nick,27-05-2020,pears,0.18
Nick,27-05-2020,tomatoes,0.23
Rick,27-05-2020,apples,0.2
Rick,27-05-2020,oranges,0.24
Rick,27-05-2020,strawberries,0.02
Rick,27-05-2020,plums,0.02
Rick,27-05-2020,pears,0.18
Rick,27-05-2020,tomatoes,0.26
Dick,27-05-2020,apples,0.25
Dick,27-05-2020,oranges,0.11
Dick,27-05-2020,strawberries,0.04
Dick,27-05-2020,plums,0.04
Dick,27-05-2020,pears,0.18
Dick,27-05-2020,tomatoes,0.15
Jake,27-05-2020,apples,0.16
Jake,27-05-2020,oranges,0.26
Jake,27-05-2020,strawberries,0.01
Jake,27-05-2020,plums,0.03
Jake,27-05-2020,pears,0.05
Jake,27-05-2020,tomatoes,0.27
Paul,27-05-2020,apples,0.22
Paul,27-05-2020,oranges,0.26
Paul,27-05-2020,strawberries,0.02
Paul,27-05-2020,plums,0.04
Paul,27-05-2020,pears,0.14
Paul,27-05-2020,tomatoes,0.08
Jason,27-05-2020,apples,0.22
Jason,27-05-2020,oranges,0.19
Jason,27-05-2020,strawberries,0
Jason,27-05-2020,plums,0.03
Jason,27-05-2020,pears,0.34
Jason,27-05-2020,tomatoes,0.24
Peter,27-05-2020,apples,0.07
Peter,27-05-2020,oranges,0.29
Peter,27-05-2020,strawberries,0.01
Peter,27-05-2020,plums,0.04
Peter,27-05-2020,pears,0.25
Peter,27-05-2020,tomatoes,0.27
John,28-05-2020,apples,0.21
John,28-05-2020,oranges,0.31
John,28-05-2020,strawberries,0.02
John,28-05-2020,plums,0.05
John,28-05-2020,pears,0.23
John,28-05-2020,tomatoes,0.16
Nick,28-05-2020,apples,0.29
Nick,28-05-2020,oranges,0.21
Nick,28-05-2020,strawberries,0.03
Nick,28-05-2020,plums,0.03
Nick,28-05-2020,pears,0.31
Nick,28-05-2020,tomatoes,0.02
Rick,28-05-2020,apples,0.12
Rick,28-05-2020,oranges,0.25
Rick,28-05-2020,strawberries,0
Rick,28-05-2020,plums,0.03
Rick,28-05-2020,pears,0.3
Rick,28-05-2020,tomatoes,0.13
Dick,28-05-2020,apples,0.26
Dick,28-05-2020,oranges,0.28
Dick,28-05-2020,strawberries,0.01
Dick,28-05-2020,plums,0.02
Dick,28-05-2020,pears,0.04
Dick,28-05-2020,tomatoes,0.21
Jake,28-05-2020,apples,0.32
Jake,28-05-2020,oranges,0.27
Jake,28-05-2020,strawberries,0
Jake,28-05-2020,plums,0.04
Jake,28-05-2020,pears,0.22
Jake,28-05-2020,tomatoes,0.13
Paul,28-05-2020,apples,0.12
Paul,28-05-2020,oranges,0.34
Paul,28-05-2020,strawberries,0.03
Paul,28-05-2020,plums,0.03
Paul,28-05-2020,pears,0.15
Paul,28-05-2020,tomatoes,0.12
Jason,28-05-2020,apples,0.18
Jason,28-05-2020,oranges,0.37
Jason,28-05-2020,strawberries,0.01
Jason,28-05-2020,plums,0.03
Jason,28-05-2020,pears,0.17
Jason,28-05-2020,tomatoes,0.17
Peter,28-05-2020,apples,0.09
Peter,28-05-2020,oranges,0.27
Peter,28-05-2020,strawberries,0.03
Peter,28-05-2020,plums,0.03
Peter,28-05-2020,pears,0.22
Peter,28-05-2020,tomatoes,0.33
John,29-05-2020,apples,0.26
John,29-05-2020,oranges,0.27
John,29-05-2020,strawberries,0.01
John,29-05-2020,plums,0.03
John,29-05-2020,pears,0.24
John,29-05-2020,tomatoes,0.11
Nick,29-05-2020,apples,0.33
Nick,29-05-2020,oranges,0.18
Nick,29-05-2020,strawberries,0
Nick,29-05-2020,plums,0.03
Nick,29-05-2020,pears,0.23
Nick,29-05-2020,tomatoes,0.25
Rick,29-05-2020,apples,0.25
Rick,29-05-2020,oranges,0.17
Rick,29-05-2020,strawberries,0.01
Rick,29-05-2020,plums,0.03
Rick,29-05-2020,pears,0.14
Rick,29-05-2020,tomatoes,0.2
Dick,29-05-2020,apples,0.25
Dick,29-05-2020,oranges,0.1
Dick,29-05-2020,strawberries,0.02
Dick,29-05-2020,plums,0.04
Dick,29-05-2020,pears,0.28
Dick,29-05-2020,tomatoes,0.14
Jake,29-05-2020,apples,0.17
Jake,29-05-2020,oranges,0.21
Jake,29-05-2020,strawberries,0
Jake,29-05-2020,plums,0.05
Jake,29-05-2020,pears,0.22
Jake,29-05-2020,tomatoes,0.14
Paul,29-05-2020,apples,0.17
Paul,29-05-2020,oranges,0.13
Paul,29-05-2020,strawberries,0.03
Paul,29-05-2020,plums,0.03
Paul,29-05-2020,pears,0.35
Paul,29-05-2020,tomatoes,0.16
Jason,29-05-2020,apples,0.1
Jason,29-05-2020,oranges,0.2
Jason,29-05-2020,strawberries,0.01
Jason,29-05-2020,plums,0.03
Jason,29-05-2020,pears,0.12
Jason,29-05-2020,tomatoes,0.14
Peter,29-05-2020,apples,0.2
Peter,29-05-2020,oranges,0.08
Peter,29-05-2020,strawberries,0.03
Peter,29-05-2020,plums,0.04
Peter,29-05-2020,pears,0.15
Peter,29-05-2020,tomatoes,0.11
John,30-05-2020,apples,0.26
John,30-05-2020,oranges,0.11
John,30-05-2020,strawberries,0.04
John,30-05-2020,plums,0.04
John,30-05-2020,pears,0.19
John,30-05-2020,tomatoes,0.05
Nick,30-05-2020,apples,0.2
Nick,30-05-2020,oranges,0.09
Nick,30-05-2020,strawberries,0
Nick,30-05-2020,plums,0.02
Nick,30-05-2020,pears,0.27
Nick,30-05-2020,tomatoes,0.02
Rick,30-05-2020,apples,0.17
Rick,30-05-2020,oranges,0.31
Rick,30-05-2020,strawberries,0.07
Rick,30-05-2020,plums,0.02
Rick,30-05-2020,pears,0.17
Rick,30-05-2020,tomatoes,0.2
Dick,30-05-2020,apples,0.16
Dick,30-05-2020,oranges,0.2
Dick,30-05-2020,strawberries,0.03
Dick,30-05-2020,plums,0.03
Dick,30-05-2020,pears,0.27
Dick,30-05-2020,tomatoes,0.03
Jake,30-05-2020,apples,0.11
Jake,30-05-2020,oranges,0.16
Jake,30-05-2020,strawberries,0.02
Jake,30-05-2020,plums,0.02
Jake,30-05-2020,pears,0.22
Jake,30-05-2020,tomatoes,0.04
Paul,30-05-2020,apples,0.19
Paul,30-05-2020,oranges,0.1
Paul,30-05-2020,strawberries,0.04
Paul,30-05-2020,plums,0.03
Paul,30-05-2020,pears,0.27
Paul,30-05-2020,tomatoes,0.06
Jason,30-05-2020,apples,0.17
Jason,30-05-2020,oranges,0.34
Jason,30-05-2020,strawberries,0
Jason,30-05-2020,plums,0.03
Jason,30-05-2020,pears,0.28
Jason,30-05-2020,tomatoes,0.24
Peter,30-05-2020,apples,0.29
Peter,30-05-2020,oranges,0.18
Peter,30-05-2020,strawberries,0.02
Peter,30-05-2020,plums,0.05
Peter,30-05-2020,pears,0.13
Peter,30-05-2020,tomatoes,0.21
John,31-05-2020,apples,0.23
John,31-05-2020,oranges,0.03
John,31-05-2020,strawberries,0.02
John,31-05-2020,plums,0.04
John,31-05-2020,pears,0.06
John,31-05-2020,tomatoes,0.02
Nick,31-05-2020,apples,0.1
Nick,31-05-2020,oranges,0.18
Nick,31-05-2020,strawberries,0
Nick,31-05-2020,plums,0.03
Nick,31-05-2020,pears,0.28
Nick,31-05-2020,tomatoes,0.13
Rick,31-05-2020,apples,0.16
Rick,31-05-2020,oranges,0.18
Rick,31-05-2020,strawberries,0.01
Rick,31-05-2020,plums,0.03
Rick,31-05-2020,pears,0.1
Rick,31-05-2020,tomatoes,0.11
Dick,31-05-2020,apples,0.14
Dick,31-05-2020,oranges,0.16
Dick,31-05-2020,strawberries,0.02
Dick,31-05-2020,plums,0.05
Dick,31-05-2020,pears,0.15
Dick,31-05-2020,tomatoes,0.09
Jake,31-05-2020,apples,0.23
Jake,31-05-2020,oranges,0.16
Jake,31-05-2020,strawberries,0.04
Jake,31-05-2020,plums,0.03
Jake,31-05-2020,pears,0.24
Jake,31-05-2020,tomatoes,0.37
Paul,31-05-2020,apples,0.02
Paul,31-05-2020,oranges,0.23
Paul,31-05-2020,strawberries,0.03
Paul,31-05-2020,plums,0.02
Paul,31-05-2020,pears,0.2
Paul,31-05-2020,tomatoes,0.2
Jason,31-05-2020,apples,0.14
Jason,31-05-2020,oranges,0.2
Jason,31-05-2020,strawberries,0.02
Jason,31-05-2020,plums,0.03
Jason,31-05-2020,pears,0.07
Jason,31-05-2020,tomatoes,0.18
Peter,31-05-2020,apples,0.04
Peter,31-05-2020,oranges,0.36
Peter,31-05-2020,strawberries,0.03
Peter,31-05-2020,plums,0.04
Peter,31-05-2020,pears,0.16
Peter,31-05-2020,tomatoes,0.23
John,01-06-2020,apples,0.11
John,01-06-2020,oranges,0.3
John,01-06-2020,strawberries,0.01
John,01-06-2020,plums,0.02
John,01-06-2020,pears,0.21
John,01-06-2020,tomatoes,0.03
Nick,01-06-2020,apples,0.31
Nick,01-06-2020,oranges,0.19
Nick,01-06-2020,strawberries,0.01
Nick,01-06-2020,plums,0.03
Nick,01-06-2020,pears,0.19
Nick,01-06-2020,tomatoes,0.01
Rick,01-06-2020,apples,0.09
Rick,01-06-2020,oranges,0.12
Rick,01-06-2020,strawberries,0.01
Rick,01-06-2020,plums,0.02
Rick,01-06-2020,pears,0.16
Rick,01-06-2020,tomatoes,0.16
Dick,01-06-2020,apples,0.26
Dick,01-06-2020,oranges,0.27
Dick,01-06-2020,strawberries,0.04
Dick,01-06-2020,plums,0.03
Dick,01-06-2020,pears,0.14
Dick,01-06-2020,tomatoes,0.19
Jake,01-06-2020,apples,0.29
Jake,01-06-2020,oranges,0.25
Jake,01-06-2020,strawberries,0
Jake,01-06-2020,plums,0.02
Jake,01-06-2020,pears,0.25
Jake,01-06-2020,tomatoes,0.01
Paul,01-06-2020,apples,0.24
Paul,01-06-2020,oranges,0.2
Paul,01-06-2020,strawberries,0.02
Paul,01-06-2020,plums,0.04
Paul,01-06-2020,pears,0.12
Paul,01-06-2020,tomatoes,0.13
Jason,01-06-2020,apples,0.3
Jason,01-06-2020,oranges,0.21
Jason,01-06-2020,strawberries,0.02
Jason,01-06-2020,plums,0.02
Jason,01-06-2020,pears,0.19
Jason,01-06-2020,tomatoes,0.1
Peter,01-06-2020,apples,0.3
Peter,01-06-2020,oranges,0.27
Peter,01-06-2020,strawberries,0.03
Peter,01-06-2020,plums,0.03
Peter,01-06-2020,pears,0.17
Peter,01-06-2020,tomatoes,0.15
John,02-06-2020,apples,0.17
John,02-06-2020,oranges,0.23
John,02-06-2020,strawberries,0.02
John,02-06-2020,plums,0.03
John,02-06-2020,pears,0.14
John,02-06-2020,tomatoes,0.24
Nick,02-06-2020,apples,0.21
Nick,02-06-2020,oranges,0.26
Nick,02-06-2020,strawberries,0.02
Nick,02-06-2020,plums,0.05
Nick,02-06-2020,pears,0.21
Nick,02-06-2020,tomatoes,0.24
Rick,02-06-2020,apples,0.32
Rick,02-06-2020,oranges,0.07
Rick,02-06-2020,strawberries,0
Rick,02-06-2020,plums,0.04
Rick,02-06-2020,pears,0.13
Rick,02-06-2020,tomatoes,0.35
Dick,02-06-2020,apples,0.15
Dick,02-06-2020,oranges,0.19
Dick,02-06-2020,strawberries,0.01
Dick,02-06-2020,plums,0.06
Dick,02-06-2020,pears,0.16
Dick,02-06-2020,tomatoes,0.24
Jake,02-06-2020,apples,0.25
Jake,02-06-2020,oranges,0.28
Jake,02-06-2020,strawberries,0.04
Jake,02-06-2020,plums,0.03
Jake,02-06-2020,pears,0.29
Jake,02-06-2020,tomatoes,0.17
Paul,02-06-2020,apples,0.07
Paul,02-06-2020,oranges,0.3
Paul,02-06-2020,strawberries,0.06
Paul,02-06-2020,plums,0.02
Paul,02-06-2020,pears,0.09
Paul,02-06-2020,tomatoes,0.01
Jason,02-06-2020,apples,0.08
Jason,02-06-2020,oranges,0.23
Jason,02-06-2020,strawberries,0.03
Jason,02-06-2020,plums,0.04
Jason,02-06-2020,pears,0.16
Jason,02-06-2020,tomatoes,0.23
Peter,02-06-2020,apples,0.29
Peter,02-06-2020,oranges,0.14
Peter,02-06-2020,strawberries,0.04
Peter,02-06-2020,plums,0.03
Peter,02-06-2020,pears,0.06
Peter,02-06-2020,tomatoes,0.13
John,03-06-2020,apples,0.24
John,03-06-2020,oranges,0.22
John,03-06-2020,strawberries,0.02
John,03-06-2020,plums,0.03
John,03-06-2020,pears,0.14
John,03-06-2020,tomatoes,0.18
Nick,03-06-2020,apples,0.22
Nick,03-06-2020,oranges,0.19
Nick,03-06-2020,strawberries,0.05
Nick,03-06-2020,plums,0.01
Nick,03-06-2020,pears,0.32
Nick,03-06-2020,tomatoes,0.05
Rick,03-06-2020,apples,0.14
Rick,03-06-2020,oranges,0.2
Rick,03-06-2020,strawberries,0.02
Rick,03-06-2020,plums,0.03
Rick,03-06-2020,pears,0.14
Rick,03-06-2020,tomatoes,0.19
Dick,03-06-2020,apples,0.28
Dick,03-06-2020,oranges,0.24
Dick,03-06-2020,strawberries,0.01
Dick,03-06-2020,plums,0.04
Dick,03-06-2020,pears,0.29
Dick,03-06-2020,tomatoes,0
Jake,03-06-2020,apples,0.12
Jake,03-06-2020,oranges,0.27
Jake,03-06-2020,strawberries,0.02
Jake,03-06-2020,plums,0.01
Jake,03-06-2020,pears,0.24
Jake,03-06-2020,tomatoes,0.3
Paul,03-06-2020,apples,0.16
Paul,03-06-2020,oranges,0
Paul,03-06-2020,strawberries,0.01
Paul,03-06-2020,plums,0.04
Paul,03-06-2020,pears,0.22
Paul,03-06-2020,tomatoes,0.03
Jason,03-06-2020,apples,0.41
Jason,03-06-2020,oranges,0.22
Jason,03-06-2020,strawberries,0
Jason,03-06-2020,plums,0.04
Jason,03-06-2020,pears,0.3
Jason,03-06-2020,tomatoes,0.18
Peter,03-06-2020,apples,0.06
Peter,03-06-2020,oranges,0.2
Peter,03-06-2020,strawberries,0.02
Peter,03-06-2020,plums,0.01
Peter,03-06-2020,pears,0.25
Peter,03-06-2020,tomatoes,0.01
John,04-06-2020,apples,0.2
John,04-06-2020,oranges,0.32
John,04-06-2020,strawberries,0.01
John,04-06-2020,plums,0.03
John,04-06-2020,pears,0.23
John,04-06-2020,tomatoes,0.23
Nick,04-06-2020,apples,0.35
Nick,04-06-2020,oranges,0.06
Nick,04-06-2020,strawberries,0.05
Nick,04-06-2020,plums,0.02
Nick,04-06-2020,pears,0.09
Nick,04-06-2020,tomatoes,0.23
Rick,04-06-2020,apples,0.28
Rick,04-06-2020,oranges,0.29
Rick,04-06-2020,strawberries,0
Rick,04-06-2020,plums,0.03
Rick,04-06-2020,pears,0.27
Rick,04-06-2020,tomatoes,0.04
Dick,04-06-2020,apples,0.2
Dick,04-06-2020,oranges,0.26
Dick,04-06-2020,strawberries,0.01
Dick,04-06-2020,plums,0.05
Dick,04-06-2020,pears,0.23
Dick,04-06-2020,tomatoes,0.14
Jake,04-06-2020,apples,0.34
Jake,04-06-2020,oranges,0.12
Jake,04-06-2020,strawberries,0
Jake,04-06-2020,plums,0.07
Jake,04-06-2020,pears,0.12
Jake,04-06-2020,tomatoes,0
Paul,04-06-2020,apples,0.22
Paul,04-06-2020,oranges,0.19
Paul,04-06-2020,strawberries,0.03
Paul,04-06-2020,plums,0.04
Paul,04-06-2020,pears,0.23
Paul,04-06-2020,tomatoes,0.18
Jason,04-06-2020,apples,0.24
Jason,04-06-2020,oranges,0.2
Jason,04-06-2020,strawberries,0
Jason,04-06-2020,plums,0.03
Jason,04-06-2020,pears,0.21
Jason,04-06-2020,tomatoes,0.16
Peter,04-06-2020,apples,0.1
Peter,04-06-2020,oranges,0.16
Peter,04-06-2020,strawberries,0
Peter,04-06-2020,plums,0.02
Peter,04-06-2020,pears,0.12
Peter,04-06-2020,tomatoes,0.2
John,05-06-2020,apples,0.12
John,05-06-2020,oranges,0.27
John,05-06-2020,strawberries,0.02
John,05-06-2020,plums,0.03
John,05-06-2020,pears,0.42
John,05-06-2020,tomatoes,0.1
Nick,05-06-2020,apples,0.21
Nick,05-06-2020,oranges,0.18
Nick,05-06-2020,strawberries,0.02
Nick,05-06-2020,plums,0.04
Nick,05-06-2020,pears,0.08
Nick,05-06-2020,tomatoes,0.09
Rick,05-06-2020,apples,0.32
Rick,05-06-2020,oranges,0.31
Rick,05-06-2020,strawberries,0.03
Rick,05-06-2020,plums,0.04
Rick,05-06-2020,pears,0.28
Rick,05-06-2020,tomatoes,0.12
Dick,05-06-2020,apples,0.21
Dick,05-06-2020,oranges,0.26
Dick,05-06-2020,strawberries,0.02
Dick,05-06-2020,plums,0.03
Dick,05-06-2020,pears,0.08
Dick,05-06-2020,tomatoes,0.24
Jake,05-06-2020,apples,0.05
Jake,05-06-2020,oranges,0.17
Jake,05-06-2020,strawberries,0.03
Jake,05-06-2020,plums,0.03
Jake,05-06-2020,pears,0.2
Jake,05-06-2020,tomatoes,0.18
Paul,05-06-2020,apples,0.04
Paul,05-06-2020,oranges,0.24
Paul,05-06-2020,strawberries,0
Paul,05-06-2020,plums,0.03
Paul,05-06-2020,pears,0.38
Paul,05-06-2020,tomatoes,0.12
Jason,05-06-2020,apples,0.2
Jason,05-06-2020,oranges,0.18
Jason,05-06-2020,strawberries,0.02
Jason,05-06-2020,plums,0.03
Jason,05-06-2020,pears,0.24
Jason,05-06-2020,tomatoes,0.14
Peter,05-06-2020,apples,0.07
Peter,05-06-2020,oranges,0.18
Peter,05-06-2020,strawberries,0.02
Peter,05-06-2020,plums,0.04
Peter,05-06-2020,pears,0.22
Peter,05-06-2020,tomatoes,0.26
John,06-06-2020,apples,0.26
John,06-06-2020,oranges,0.09
John,06-06-2020,strawberries,0.03
John,06-06-2020,plums,0.04
John,06-06-2020,pears,0.22
John,06-06-2020,tomatoes,0.13
Nick,06-06-2020,apples,0.13
Nick,06-06-2020,oranges,0.2
Nick,06-06-2020,strawberries,0.03
Nick,06-06-2020,plums,0.04
Nick,06-06-2020,pears,0.09
Nick,06-06-2020,tomatoes,0.11
Rick,06-06-2020,apples,0.03
Rick,06-06-2020,oranges,0.18
Rick,06-06-2020,strawberries,0
Rick,06-06-2020,plums,0.05
Rick,06-06-2020,pears,0.22
Rick,06-06-2020,tomatoes,0.16
Dick,06-06-2020,apples,0.35
Dick,06-06-2020,oranges,0.26
Dick,06-06-2020,strawberries,0
Dick,06-06-2020,plums,0.02
Dick,06-06-2020,pears,0.01
Dick,06-06-2020,tomatoes,0.2
Jake,06-06-2020,apples,0.24
Jake,06-06-2020,oranges,0.15
Jake,06-06-2020,strawberries,0.02
Jake,06-06-2020,plums,0.04
Jake,06-06-2020,pears,0.26
Jake,06-06-2020,tomatoes,0.13
Paul,06-06-2020,apples,0.29
Paul,06-06-2020,oranges,0.22
Paul,06-06-2020,strawberries,0.01
Paul,06-06-2020,plums,0.03
Paul,06-06-2020,pears,0.03
Paul,06-06-2020,tomatoes,0.06
Jason,06-06-2020,apples,0.17
Jason,06-06-2020,oranges,0.35
Jason,06-06-2020,strawberries,0.02
Jason,06-06-2020,plums,0.03
Jason,06-06-2020,pears,0.3
Jason,06-06-2020,tomatoes,0.04
Peter,06-06-2020,apples,0.32
Peter,06-06-2020,oranges,0.23
Peter,06-06-2020,strawberries,0
Peter,06-06-2020,plums,0.04
Peter,06-06-2020,pears,0.14
Peter,06-06-2020,tomatoes,0.32
John,07-06-2020,apples,0.16
John,07-06-2020,oranges,0.17
John,07-06-2020,strawberries,0
John,07-06-2020,plums,0.03
John,07-06-2020,pears,0.32
John,07-06-2020,tomatoes,0.25
Nick,07-06-2020,apples,0.29
Nick,07-06-2020,oranges,0.34
Nick,07-06-2020,strawberries,0.02
Nick,07-06-2020,plums,0.05
Nick,07-06-2020,pears,0.19
Nick,07-06-2020,tomatoes,0.16
Rick,07-06-2020,apples,0.19
Rick,07-06-2020,oranges,0.21
Rick,07-06-2020,strawberries,0.02
Rick,07-06-2020,plums,0.05
Rick,07-06-2020,pears,0.25
Rick,07-06-2020,tomatoes,0.13
Dick,07-06-2020,apples,0.28
Dick,07-06-2020,oranges,0.2
Dick,07-06-2020,strawberries,0.01
Dick,07-06-2020,plums,0.03
Dick,07-06-2020,pears,0.33
Dick,07-06-2020,tomatoes,0.16
Jake,07-06-2020,apples,0.13
Jake,07-06-2020,oranges,0.2
Jake,07-06-2020,strawberries,0
Jake,07-06-2020,plums,0.03
Jake,07-06-2020,pears,0.26
Jake,07-06-2020,tomatoes,0.19
Paul,07-06-2020,apples,0.16
Paul,07-06-2020,oranges,0.13
Paul,07-06-2020,strawberries,0.02
Paul,07-06-2020,plums,0.05
Paul,07-06-2020,pears,0.25
Paul,07-06-2020,tomatoes,0.11
Jason,07-06-2020,apples,0.02
Jason,07-06-2020,oranges,0.22
Jason,07-06-2020,strawberries,0.04
Jason,07-06-2020,plums,0.03
Jason,07-06-2020,pears,0.17
Jason,07-06-2020,tomatoes,0.25
Peter,07-06-2020,apples,0.28
Peter,07-06-2020,oranges,0.18
Peter,07-06-2020,strawberries,0.02
Peter,07-06-2020,plums,0.02
Peter,07-06-2020,pears,0.23
Peter,07-06-2020,tomatoes,0.15
John,08-06-2020,apples,0.3
John,08-06-2020,oranges,0.26
John,08-06-2020,strawberries,0.03
John,08-06-2020,plums,0.04
John,08-06-2020,pears,0.24
John,08-06-2020,tomatoes,0.23
Nick,08-06-2020,apples,0.39
Nick,08-06-2020,oranges,0.14
Nick,08-06-2020,strawberries,0.01
Nick,08-06-2020,plums,0.03
Nick,08-06-2020,pears,0.26
Nick,08-06-2020,tomatoes,0.04
Rick,08-06-2020,apples,0.06
Rick,08-06-2020,oranges,0.21
Rick,08-06-2020,strawberries,0.02
Rick,08-06-2020,plums,0.04
Rick,08-06-2020,pears,0.25
Rick,08-06-2020,tomatoes,0.17
Dick,08-06-2020,apples,0.29
Dick,08-06-2020,oranges,0.27
Dick,08-06-2020,strawberries,0.04
Dick,08-06-2020,plums,0.04
Dick,08-06-2020,pears,0.32
Dick,08-06-2020,tomatoes,0.07
Jake,08-06-2020,apples,0.05
Jake,08-06-2020,oranges,0.33
Jake,08-06-2020,strawberries,0.02
Jake,08-06-2020,plums,0.03
Jake,08-06-2020,pears,0.36
Jake,08-06-2020,tomatoes,0.29
Paul,08-06-2020,apples,0.37
Paul,08-06-2020,oranges,0.1
Paul,08-06-2020,strawberries,0.03
Paul,08-06-2020,plums,0.03
Paul,08-06-2020,pears,0.19
Paul,08-06-2020,tomatoes,0.13
Jason,08-06-2020,apples,0.27
Jason,08-06-2020,oranges,0.02
Jason,08-06-2020,strawberries,0.02
Jason,08-06-2020,plums,0.04
Jason,08-06-2020,pears,0.14
Jason,08-06-2020,tomatoes,0.11
Peter,08-06-2020,apples,0.3
Peter,08-06-2020,oranges,0.35
Peter,08-06-2020,strawberries,0.02
Peter,08-06-2020,plums,0.03
Peter,08-06-2020,pears,0.26
Peter,08-06-2020,tomatoes,0.15
John,09-06-2020,apples,0.2
John,09-06-2020,oranges,0.11
John,09-06-2020,strawberries,0.05
John,09-06-2020,plums,0.04
John,09-06-2020,pears,0.28
John,09-06-2020,tomatoes,0.21
Nick,09-06-2020,apples,0.17
Nick,09-06-2020,oranges,0.35
Nick,09-06-2020,strawberries,0
Nick,09-06-2020,plums,0.03
Nick,09-06-2020,pears,0.07
Nick,09-06-2020,tomatoes,0.16
Rick,09-06-2020,apples,0.32
Rick,09-06-2020,oranges,0.11
Rick,09-06-2020,strawberries,0.01
Rick,09-06-2020,plums,0.06
Rick,09-06-2020,pears,0.34
Rick,09-06-2020,tomatoes,0.28
Dick,09-06-2020,apples,0.45
Dick,09-06-2020,oranges,0.19
Dick,09-06-2020,strawberries,0.02
Dick,09-06-2020,plums,0.03
Dick,09-06-2020,pears,0.38
Dick,09-06-2020,tomatoes,0.17
Jake,09-06-2020,apples,0.08
Jake,09-06-2020,oranges,0.15
Jake,09-06-2020,strawberries,0.03
Jake,09-06-2020,plums,0.03
Jake,09-06-2020,pears,0.35
Jake,09-06-2020,tomatoes,0.13
Paul,09-06-2020,apples,0.03
Paul,09-06-2020,oranges,0.12
Paul,09-06-2020,strawberries,0.01
Paul,09-06-2020,plums,0.05
Paul,09-06-2020,pears,0.17
Paul,09-06-2020,tomatoes,0.15
Jason,09-06-2020,apples,0.19
Jason,09-06-2020,oranges,0.07
Jason,09-06-2020,strawberries,0.01
Jason,09-06-2020,plums,0.04
Jason,09-06-2020,pears,0.26
Jason,09-06-2020,tomatoes,0.08
Peter,09-06-2020,apples,0.21
Peter,09-06-2020,oranges,0.12
Peter,09-06-2020,strawberries,0.03
Peter,09-06-2020,plums,0.05
Peter,09-06-2020,pears,0.28
Peter,09-06-2020,tomatoes,0.15
John,10-06-2020,apples,0.21
John,10-06-2020,oranges,0.04
John,10-06-2020,strawberries,0.01
John,10-06-2020,plums,0.04
John,10-06-2020,pears,0.21
John,10-06-2020,tomatoes,0.04
Nick,10-06-2020,apples,0.26
Nick,10-06-2020,oranges,0.16
Nick,10-06-2020,strawberries,0
Nick,10-06-2020,plums,0.03
Nick,10-06-2020,pears,0.27
Nick,10-06-2020,tomatoes,0.15
Rick,10-06-2020,apples,0.15
Rick,10-06-2020,oranges,0.15
Rick,10-06-2020,strawberries,0.02
Rick,10-06-2020,plums,0.02
Rick,10-06-2020,pears,0.34
Rick,10-06-2020,tomatoes,0.15
Dick,10-06-2020,apples,0.38
Dick,10-06-2020,oranges,0.2
Dick,10-06-2020,strawberries,0.02
Dick,10-06-2020,plums,0.06
Dick,10-06-2020,pears,0.24
Dick,10-06-2020,tomatoes,0.02
Jake,10-06-2020,apples,0.22
Jake,10-06-2020,oranges,0.18
Jake,10-06-2020,strawberries,0.02
Jake,10-06-2020,plums,0.04
Jake,10-06-2020,pears,0.18
Jake,10-06-2020,tomatoes,0.02
Paul,10-06-2020,apples,0.17
Paul,10-06-2020,oranges,0.14
Paul,10-06-2020,strawberries,0.01
Paul,10-06-2020,plums,0.04
Paul,10-06-2020,pears,0.18
Paul,10-06-2020,tomatoes,0.16
Jason,10-06-2020,apples,0.14
Jason,10-06-2020,oranges,0.12
Jason,10-06-2020,strawberries,0
Jason,10-06-2020,plums,0.02
Jason,10-06-2020,pears,0.14
Jason,10-06-2020,tomatoes,0.11
Peter,10-06-2020,apples,0.17
Peter,10-06-2020,oranges,0.2
Peter,10-06-2020,strawberries,0.01
Peter,10-06-2020,plums,0.03
Peter,10-06-2020,pears,0.1
Peter,10-06-2020,tomatoes,0.1
John,11-06-2020,apples,0.33
John,11-06-2020,oranges,0.08
John,11-06-2020,strawberries,0.02
John,11-06-2020,plums,0.07
John,11-06-2020,pears,0.15
John,11-06-2020,tomatoes,0.16
Nick,11-06-2020,apples,0.21
Nick,11-06-2020,oranges,0.27
Nick,11-06-2020,strawberries,0.01
Nick,11-06-2020,plums,0.01
Nick,11-06-2020,pears,0.07
Nick,11-06-2020,tomatoes,0.21
Rick,11-06-2020,apples,0.16
Rick,11-06-2020,oranges,0.18
